d_name,d_speciality,total_score,total_survey_count,five_star,five_star_percentage,four_star,four_star_percentage,three_star,three_star_percentage,two_star,two_star_percentage,one_star,one_star_percentage,positive_tags,negative_tags,comment_text
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",I would describe my experience at this establishment as astounding. I thought my appointment would be unpleasant but it was very quick and painless. I could barely feel it and the service was great. They were very kind and knew what they were talking about.
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",great
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",I've been coming here for years and wouldn't consider another practice. Everyone is friendly and helpful.
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]","Pain free,great service"
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",I enjoyed Dr. Yeargan's humor and professionalism.
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",took time and wonderful care of me
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",Came in for a cleaning and was able to quickly get that finished plus some additional preferences handled. Very helpful and I look forward to coming back!
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",I had a good experience. Very friendly and helpful group of health care givers.
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]","great experience, will be back"
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]","I brought my son for a second opinion after a negative experience at 2 pediatric dentists. Dr. Yeargan was a game-changer for us. My son went from dreading the dentist to enjoying visits and our whole family switched. I've been pleased every since! All of the staff have been friendly, attentive, and professional."
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",Great experience no complaints.
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",I'm so glad I found this practice! They have later evening appointments and an excellent staff!
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]","Dr. Yeargan, Amy (front desk), and Olga (dental assistant) were all very welcoming, friendly, and great listeners! They took the time needed to answer all my questions and explain their recommendations. And they thoroughly addressed my concerns with kindness and understanding. Top notch expertise too!!"
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]","I never had a root canal before, but I was given the best treatment and an excellent follow-up! I would recommend Jody Yeargan to anyone!"
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",fun
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",Worked me in for a dental emergency on his day off.
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",I've been coming in for quite some time but I really like all of the recent changes the office is making! Evening appointments and other new policies are very helpful.
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]","Dr. Yeargan and his staff are absolutely wonderful!! I have an excellent experience every time I visit! Everyone is kind, extremely knowledgeable and very informative......best dental office in Charlottesville!!!"
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]","Pleasant and professional, excellent , pain free dental care."
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",Wonderful staff and Dr. Yeargan is a perfectionist. Exactly what you want in a dental [practice.
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]","Great Dentist -- Christine the hygienist was amazing -- very experienced, friendly, and thorough!"
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",Good doctor. I highly recommend him.
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",Good service. He listens and is sensitive to your needs. The staff is very cordial and efficient. They always take good care of me.
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]","Dr. Yeargan is one of the best dentist my family have ever had. Before he clean or anything that he is going to do, he will explain everything, the best that he can so that his patient like us understand very well about the procedure. Our family has been his patient for eight years now. Every time we had an appointment, we are reminded in advance and his staff were doing their best too. I have a very good experience yesterday. Dr. Yeargan did a good job doing my tooth crown, I am satisfied."
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",Always very pleasant and concerned. Explains everything and is a very nice person.
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]","I use to be scared to death to go to the dentist but Dr, Yeargan and his staff make you feel like you are a part of their family. I can go to his office and have no fears anymore of a dentist. Danielle is wonderful, smiling and talking to you so you can be more comfortable. She has very good people skills. Everyone there is extremely helpful and friendly. Dr. Yeargan knew I didn't like dentist but he has treated me so well, I don't fear going to see him."
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",Very disappointed. I had an appointment for my annual cleaning. The hygienist even asked me why I was there and I told her it was for my annual cleaning. Upon leaving I was charged over $100 because I was given an in-depth cleaning that I was not asked about nor was I informed I would be getting. Upon returning home we called and nobody called us back.For the record my annual Cleaning is free. But not this time. $111 for something I did not ask.
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY HAPPY. A great Doctor and great staff. No pain dentistry.
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",Excellence pure excellence
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",thought everybody seemed very nice. Dr. Yeargen was able to find out what was wrong but noticed and after some questions discovered I had very high anxiety so he referred me to a friend w very high regards. Waited for hours in pain to be sedated at his colleges office. I truly had a very unpleasant experience on top of the other doc not sedating me. found out others had problems w this doc as well. In trying to reach out to DR Yeargen he never replied and sent my records and a letter dropping me
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]","Dr. Yeargan and his team are hands down the best in Charlottesville and Albemarle County! There is no other dentist that will go the distance for you and your family. This is a true care giver and his team, especially Ashley, is beyond exceptional! Give yourself and your family the gift of a wonderfully devoted dentist whose care will blow you away."
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]","I made an early appt due to work. First thing he does is focus on the meds I take, he repeated them over at least 3 times. He never looks me in the eye when talking and uses a condescending tone. He leaves in the middle of my visit for 18 min. He said the other patient had to get to work. Funny thata why I made an early appt. He then tells me he doest have time to finish our appt. I would NEVER recommended him. Keep your dignity - Stay. Away!"
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","In good hands with Dr. Kohli!
Dr. Kohli and his staff were helpful and thorough in bringing me into the practice as a new patient. In my 68 years, I've not seen an Internist. I'm so glad my friend recommended I have one to oversee my health and issues that may arise. She recommended Dr. Kohli."
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Top notch doctor.
Dr. Kohli is very easy to discuss any medical issues I have."
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Top notch
It’s rare these days to find a doctor that takes their time to talk to you and get to know you with their face behind a computer typing as you talk, all the while you are wondering if they are even hearing what you are saying. Not so with Dr Kohli. I had a new patient visit with him and I left confident that he genuinely cared about me as a patient. He looked at me when I spoke not at a screen. I left feeling comfortable that moving forward I will have a doctor that treats me because he knows me and not because he scans a couple notes he typed during our appointment. Incredible bed side manner. Knowledgeable, and caring. I’m confident I’m in good hands."
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Dr Visit
Dr Kohli is very informative and helpful and made me feel so comfortable."
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","New patient visit
Dr, Kohli was attentive and caring and discussed all my medical issues."
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Went well; everybody friendly: smiles; Dr Kohli listens to your concerns and then developers a plan for your health.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Always great visiting the office. Very friendly & personable
